InstitutionType,InstructorID_Pre,InstructorID_Post,StudentID,Q1FUS,Q2FUS,Q3FUS_Yes,Q3FUS_No,Q4FUS_A,Q4FUS_B,Q4FUS_C,Q4FUS_D,Q4FUS_F,Q5FUS_NeverIntended,Q5FUS_Time,Q5FUS_Grade,Q5FUS_Understand,Q5FUS_Major,Q5FUS_Experience,Q5FUS_OtherCourses,Q6FUS_1,Q6FUS_2,Q6FUS_3,Q6FUS_4,Q7FUS
5,1069,1069,10689,6,B,Yes, , , ,C, , , , , , , , , ,Agree, , , , 
5,1069, ,15202, , , , , , , , , , , , , , , , , , , , , 
5,1069, ,15203, , , , , , , , , , , , , , , , , , , , , 
5,1069, ,15209,1,A,Yes, , ,B, , , , , , , , , , ,Agree, , , ,"My Math Lab does not help, I found myself simply just doing it for the points. I wish professor would assign problems out of the text, and have them be more difficult than the ones we are being tested on. It makes no sense to do introductory problems for each section and come test day to do a very difficult problem that we have the concepts down for but never attempted."
5,1069, ,15210, , , , , , , , , , , , , , , , , , , , , 
5,1069, ,15215, , , , , , , , , , , , , , , , , , , , , 
5,1069, ,15225, , , , , , , , , , , , , , , , , , , , , 
5,1069, ,15232, , , , , , , , , , , , , , , , , , , , , 
5,1069, ,15237,7,C,Yes, , , , , ,F, , , , , , , , , ,Strongly Disagree, , 
5,1069, ,15249, , , , , , , , , , , , , , , , , , , , , 
5,1069, ,15253, , , , , , , , , , , , , , , , , , , , , 
5,1069, ,15257, , , , , , , , , , , , , , , , , , , , , 
5,1069, ,15261, , , , , , , , , , , , , , , , , , , , , 
5,1069, ,15267,5,A,Yes, , , ,C, , , , , , , , , , ,Disagree, , ,"My teacher for calculus 1 was very thorough, and having the class meet 4 times/week was very helpful. However, my only motivation to continue on to calculus 2 is because it's required for my major. The concepts presented in calculus 2 are much more difficult to grasp, and the professor breezed over them as if everyone should already understand as well as he does."
5,1069, ,15270, , , , , , , , , , , , , , , , , , , , , 
5,1069, ,15277, , , , , , , , , , , , , , , , , , , , , 
5,1069, ,15279,6,C,Yes, ,A, , , , , , , , , , , , ,Disagree, , ,great teacher.  shitty curriculum
5,1069, ,15295, , , , , , , , , , , , , , , , , , , , , 
5,1069, ,15298, , , , , , , , , , , , , , , , , , , , , 
5, ,1069,21374, , , , , , , , , , , , , , , , , , , , , 
5, ,1069,21381, , , , , , , , , , , , , , , , , , , , , 
5,1071, ,15204, , , , , , , , , , , , , , , , , , , , , 
2,1072, ,15358, , , , , , , , , , , , , , , , , , , , , 
2,1072, ,15359, , , , , , , , , , , , , , , , , , , , , 
2,1072, ,15360, , , , , , , , , , , , , , , , , , , , , 
2,1072, ,15361, , , , , , , , , , , , , , , , , , , , , 
2,1072, ,15362, , , , , , , , , , , , , , , , , , , , , 
2,1072, ,15363, , , , , , , , , , , , , , , , , , , , , 
2,1072, ,15364, , , , , , , , , , , , , , , , , , , , , 
4,1074,1074,13633, , , , , , , , , , , , , , , , , , , , , 
4,1074,1074,13634,6,A,Yes, ,A, , , , , , , , , , , , , , ,Strongly Agree,"Best teacher ever for calc at wpi, material was difficult at first but he made it so much easier"
4,1074,1074,13644,6,C,Yes, , , ,C, , , , , , , , , , ,Disagree, , ,The teacher was very helpful
4,1074,1074,13650, , , , , , , , , , , , , , , , , , , , , 
4,1074, ,20857, , , , , , , , , , , , , , , , , , , , , 
4,1074, ,20885, , , , , , , , , , , , , , , , , , , , , 
4,1074, ,20894, , , , , , , , , , , , , , , , , , , , , 
4,1074, ,20903, , , , , , , , , , , , , , , , , , , , , 
4,1074, ,20915, , , , , , , , , , , , , , , , , , , , , 
4,1074, ,20921, , , , , , , , , , , , , , , , , , , , , 
4,1074, ,20930, , , , , , , , , , , , , , , , , , , , , 
4,1074, ,20958, , , , , , , , , , , , , , , , , , , , , 
4,1074, ,20963, , , , , , , , , , , , , , , , , , , , , 
4,1074, ,20969, , , , , , , , , , , , , , , , , , , , , 
4,1074, ,20975, , , , , , , , , , , , , , , , , , , , , 
4, ,1074,23063, , , , , , , , , , , , , , , , , , , , , 
4, ,1074,23066, , , , , , , , , , , , , , , , , , , , , 
4, ,1074,23068, , , , , , , , , , , , , , , , , , , , , 
4, ,1074,25152, , , , , , , , , , , , , , , , , , , , , 
4, ,1074,25153, , , , , , , , , , , , , , , , , , , , , 
4, ,1074,25154, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14697, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14698, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14703, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14705, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14710,1,B, ,No, , , , , , , , , , ,My experience in Calculus I made me decide not to take calculus II.,I have too many other courses I need to complete., , , , ,I thought that the teaching was very poor and uninspirational. The course took more time and effort than it should have because of the poor teaching and I found that I had to look to outside resources because the ones provided by the course and professors because they were so poor. I decided to take a different course besides calculus 2 the next semester because of this unhappy experience during calculus 1.
4,1076, ,14715, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14721, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14733, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14735, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14738, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14739, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14753, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14756, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14764, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14769, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14783, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14794,5,A,Yes, ,A, , , , , , , , , , , ,Agree, , , ,"I took Calculus I because I hadn't had a calculus based math class my senior year of high school, and so I was a bit shaky on some fundamentals. Calculus I really reinforced the groundwork for me to do well in my future math classes, and the teacher did it in a way that was extremely easy to learn."
4,1076, ,14795, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14796, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14799, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14801,4,C,Yes, , ,B, , , , , , , , , , , , ,Strongly Disagree, , 
4,1076, ,14805, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14806, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14810, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,14811, , , , , , , , , , , , , , , , , , , , , 
4,1076, ,23259, , , , , , , , , , , , , , , , , , , , , 
4,1077, ,14712, , , , , , , , , , , , , , , , , , , , , 
4,1077, ,14741, , , , , , , , , , , , , , , , , , , , , 
4,1077, ,14747, , , , , , , , , , , , , , , , , , , , , 
4,1077, ,14758, , , , , , , , , , , , , , , , , , , , , 
4,1077, ,14766, , , , , , , , , , , , , , , , , , , , , 
4,1077, ,14774, , , , , , , , , , , , , , , , , , , , , 
4,1077, ,14800,5,A,Yes, , ,B, , , , , , , , , , ,Agree, , , ,"I love the subject of calculus but my teacher was horrible. If I hadn't taken calculus in high school, I would have been very lost. The Cornell math department has this attitude that if you are smart enough to get in to Cornell, you are smart enough to mostly figure everything out by yourself. If I hadn't already developed a love for calculus, this course would have severely discouraged me from continuing."
4,1077, ,14807, , , , , , , , , , , , , , , , , , , , , 
4,1077, ,23260, , , , , , , , , , , , , , , , , , , , , 
4,1077, ,23261, , , , , , , , , , , , , , , , , , , , , 
4,1077, ,23262, , , , , , , , , , , , , , , , , , , , , 
4,1078,1078,10414, , , , , , , , , , , , , , , , , , , , , 
4,1078,1078,10421, , , , , , , , , , , , , , , , , , , , , 
4,1078,1078,10423,1,A, ,No, , , , , ,I never intended to take Calculus II.,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", ,I do not believe I understand the ideas of Calculus I well enough to take Calculus II., , ,I have too many other courses I need to complete., , , , , 
4,1078,1078,10434, , , , , , , , , , , , , , , , , , , , , 
4,1078,1078,10445, , , , , , , , , , , , , , , , , , , , , 
4,1078,1078,10447, , , , , , , , , , , , , , , , , , , , , 
4,1078, ,14700, , , , , , , , , , , , , , , , , , , , , 
4,1078, ,14704, , , , , , , , , , , , , , , , , , , , , 
4,1078, ,14707, , , , , , , , , , , , , , , , , , , , , 
4,1078, ,14709,3,B, ,No, , , , , ,I never intended to take Calculus II., , ,I do not believe I understand the ideas of Calculus I well enough to take Calculus II., ,My experience in Calculus I made me decide not to take calculus II., , , , , ,"My TA was very confusing and did not quiz or asses our understanding. The class was poorly structured and the tutoring services in the Math Strategies Center werent of much help. I just wish I had felt more supported in this class, especially since it was fall of my freshman year."
4,1078, ,14719, , , , , , , , , , , , , , , , , , , , , 
4,1078, ,14726, , , , , , , , , , , , , , , , , , , , , 
4,1078, ,14729, , , , , , , , , , , , , , , , , , , , , 
4,1078, ,14767, , , , , , , , , , , , , , , , , , , , , 
4,1078, ,14779, , , , , , , , , , , , , , , , , , , , , 
4,1078, ,14787, , , , , , , , , , , , , , , , , , , , , 
4, ,1078,21222, , , , , , , , , , , , , , , , , , , , , 
4,1079, ,14699, , , , , , , , , , , , , , , , , , , , , 
4,1079, ,14724, , , , , , , , , , , , , , , , , , , , , 
4,1079, ,14728, , , , , , , , , , , , , , , , , , , , , 
4,1079, ,14730, , , , , , , , , , , , , , , , , , , , , 
4,1079, ,14732, , , , , , , , , , , , , , , , , , , , , 
4,1079, ,14734, , , , , , , , , , , , , , , , , , , , , 
4,1079, ,14745,16,B,Yes, , ,B, , , , , , , , , , ,Agree, , , ,"I'm certain that Calculus I was designed as a course to weed students out of the math major or any other math-related field. Even if you understood the material, your success was not guaranteed."
4,1079, ,14748,12,B, ,No, , , , , ,I never intended to take Calculus II., , , , ,My experience in Calculus I made me decide not to take calculus II., , , , , ,"The Professor was in no way involved in the course, very disappointed that we were only taught by graduate students.  Not well organized.  Available HW time was silly for my section since our HW was due directly before it..."
4,1079, ,14755,12,A, ,No, , , , , ,I never intended to take Calculus II.,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", , , , ,I have too many other courses I need to complete., , , , ,"I never intended to take calc II because it isn't required for my major. While I have considered taking it on a few occasions, I'm hesitant because I think that it would be highly difficult for me to do well in the class. Although I received an A in calc I, I came into the class with a lot of previous knowledge of calculus, and had this not been the case, I very likely would not have done as well as I did. That said, I am doubtful that I would be able to get a good grade in calc II unless I devoted a substantial amount of time to it."
4,1079, ,14762, , , , , , , , , , , , , , , , , , , , , 
4,1079, ,14763,4,C, ,No, , , , , ,I never intended to take Calculus II., , ,I do not believe I understand the ideas of Calculus I well enough to take Calculus II., ,My experience in Calculus I made me decide not to take calculus II., , , , , ,"Even after studying material from the book intensely, I still did poorly on the assessments. I felt they were worded unclearly and did not reflect the book material well."
4,1079, ,14778, , , , , , , , , , , , , , , , , , , , , 
4,1079, ,14789, , , , , , , , , , , , , , , , , , , , , 
4,1079, ,23263, , , , , , , , , , , , , , , , , , , , , 
4,1080, ,14714, , , , , , , , , , , , , , , , , , , , , 
4,1080, ,14722, , , , , , , , , , , , , , , , , , , , , 
4,1080, ,14725, , , , , , , , , , , , , , , , , , , , , 
4,1080, ,14727, , , , , , , , , , , , , , , , , , , , , 
4,1080, ,14731,4,A,Yes, ,A, , , , , , , , , , , ,Agree, , , , 
4,1080, ,14736, , , , , , , , , , , , , , , , , , , , , 
4,1080, ,14750, , , , , , , , , , , , , , , , , , , , , 
4,1080, ,14751,4,B,Yes, ,A, , , , , , , , , , , , ,Disagree, , ,"I had a good TA teaching the material, but the tests and quizzes were unnecessarily difficult and some questions were used to purposefully bring down the mean. The problem sets were helpful and good practice, but they didn't always reflect the material on the test well. I don't believe that the class encouraged students to take higher levels of math, and most people were thankful that it was their last required math class. I took calculus II at a different college to fulfill my requirement, and I do not plan on taking any more math classes at Cornell."
4,1080, ,14759, , , , , , , , , , , , , , , , , , , , , 
4,1080, ,14760, , , , , , , , , , , , , , , , , , , , , 
4,1080, ,14761, , , , , , , , , , , , , , , , , , , , , 
4,1080, ,14772, , , , , , , , , , , , , , , , , , , , , 
4,1080, ,14777, , , , , , , , , , , , , , , , , , , , , 
4,1080, ,14780, , , , , , , , , , , , , , , , , , , , , 
4,1080, ,14781,16,B, ,No, , , , , ,I never intended to take Calculus II., , , , , ,I have too many other courses I need to complete., , , , ,The class was easy. I just didn't study because I took it in high school and had other more important classes to focus on.
4,1080, ,14798, , , , , , , , , , , , , , , , , , , , , 
4,1080, ,14809, , , , , , , , , , , , , , , , , , , , , 
4,1080, ,23264, , , , , , , , , , , , , , , , , , , , , 
4,1083,1083,10416, , , , , , , , , , , , , , , , , , , , , 
4,1083,1083,10419,2,C, ,No, , , , , , ,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", ,I do not believe I understand the ideas of Calculus I well enough to take Calculus II., ,My experience in Calculus I made me decide not to take calculus II.,I have too many other courses I need to complete., , ,Strongly Disagree, , 
4,1083,1083,10422,12,B,Yes, , , ,C, , , , , , , , , , ,Disagree, , ,"Teaching was decent. The teaching assistant explained most concepts well. I did not like how not all T.A.'s focused on the same concepts though and also how different T.A.'s had different criteria for the course grading. It gave some people unfair advantages based on which T.A. they had. However, my experience in Calculus I was way better than in Calculus 2 where the professor was incompetent, and the course was incredibly disorganized."
4,1083,1083,10431, , , , , , , , , , , , , , , , , , , , , 
4,1083,1083,10435, , , , , , , , , , , , , , , , , , , , , 
4,1083,1083,10438, , , , , , , , , , , , , , , , , , , , , 
4,1083,1083,10441,12,A,Yes, , ,B, , , , , , , , , , , , , ,Strongly Agree, 
4,1083,1083,10448,4,B,Yes, , , ,C, , , , , , , , , , ,Disagree, , ,Lectures were quite confusing and the professor digressed a lot. Used examples that did not clearly explain the problem or help with the homework. I was forced to rely heavily on the textbook and muddle through it as best as I could during Calculus II.
4,1083, ,14711, , , , , , , , , , , , , , , , , , , , , 
4,1083, ,14716,3,B, ,No, , , , , , , , , , ,My experience in Calculus I made me decide not to take calculus II., , , ,Strongly Disagree, ,I hate math. I took it because it was required. Idk how you can make calculus better.
4,1083, ,14740, , , , , , , , , , , , , , , , , , , , , 
4,1083, ,14744, , , , , , , , , , , , , , , , , , , , , 
4,1083, ,14749, , , , , , , , , , , , , , , , , , , , , 
4,1083, ,14773,1,B, ,No, , , , , ,I never intended to take Calculus II., , ,I do not believe I understand the ideas of Calculus I well enough to take Calculus II., ,My experience in Calculus I made me decide not to take calculus II.,I have too many other courses I need to complete., , , , ,"Tutoring was available, but the tutors weren't specifically for the course, they were for all math courses, so the cneter was often crowded and with people in different classes. The tests were ridiculously hard because there were people taking Calc I who had taken higher levels of math and were using this class to get an easy good grade, and the people who wrote the test wanted to achieve a certain distribution, so the exams were TOO HARD. I struggled a lot in the course also because the homeworks were long and while doing them I got so caught up in completing them and getting the right answer, that I lost sight of trying to learn the material at times."
4,1083, ,14782, , , , , , , , , , , , , , , , , , , , , 
4,1083, ,14791, , , , , , , , , , , , , , , , , , , , , 
4,1083, ,14793, , , , , , , , , , , , , , , , , , , , , 
4,1083, ,14797, , , , , , , , , , , , , , , , , , , , , 
4,1083, ,14804, , , , , , , , , , , , , , , , , , , , , 
4, ,1083,21224, , , , , , , , , , , , , , , , , , , , , 
4, ,1083,21225, , , , , , , , , , , , , , , , , , , , , 
4, ,1083,21228, , , , , , , , , , , , , , , , , , , , , 
4,1083, ,23265, , , , , , , , , , , , , , , , , , , , , 
4, ,1083,24373, , , , , , , , , , , , , , , , , , , , , 
4, ,1083,24374, , , , , , , , , , , , , , , , , , , , , 
4, ,1083,24375, , , , , , , , , , , , , , , , , , , , , 
4,1084,1084,10413, , , , , , , , , , , , , , , , , , , , , 
4,1084,1084,10417, , , , , , , , , , , , , , , , , , , , , 
4,1084,1084,10418, , , , , , , , , , , , , , , , , , , , , 
4,1084,1084,10424,1,A, ,No, , , , , ,I never intended to take Calculus II., , , , , ,I have too many other courses I need to complete., , , , ,"It was essentially a repeat of what I had learned in Calculus in High School, and was therefore a good easy course for me to take first semester of College."
4,1084,1084,10436, , , , , , , , , , , , , , , , , , , , , 
4,1084,1084,10439,15,A,Yes, , ,B, , , , , , , , , , , , , ,Strongly Agree,"Small class size, explanation of material, and teacher who genuinely interested in students were all crucial to my positive experience in Calc 1."
4,1084,1084,10440, , , , , , , , , , , , , , , , , , , , , 
4,1084,1084,10444,12,A,Yes, , ,B, , , , , , , , , , , ,Disagree, , ,"It wasn't necessarily my experience in Calculus I that motivated me to continue on to Calculus II. It was the necessity of taking Calculus II for the economics major (which I am no longer pursuing) and my desire to challenge myself, along with some curiosity about the subject, that made me progress with mathematics courses here.    I felt that Calculus I here was much more theoretical than I had anticipated. While I agree that theory is an important part of understanding the subject, I felt that the assessments did not always test us much on the derivation and integration techniques that we learned in class, which I would consider to be just as important. It would have been nice if a couple of the assessment questions were a bit more straight-forward."
4,1084,1084,10446,16,B,Yes, , , ,C, , , , , , , , , , ,Disagree, , ,The teaching was good but I simply did not grasp the concepts well enough to perform above average on the exams.  Given that I was unable to grasp the concepts at this level I decided not to continue studying mathematics after Calculus II.
4,1084,1084,10449, , , , , , , , , , , , , , , , , , , , , 
4,1084, ,14702,12,A,Yes, ,A, , , , , , , , , , , , ,Disagree, , ,"Class was not a good use of my time so I stopped going very shortly on. The homework, in general, did not enhance my learning either. My main method of studying was using practice questions for each section provided by the learning strategies center and doing all the old prelims available."
4,1084, ,14706, , , , , , , , , , , , , , , , , , , , , 
4,1084, ,14713, , , , , , , , , , , , , , , , , , , , , 
4,1084, ,14717, , , , , , , , , , , , , , , , , , , , , 
4,1084, ,14718, , , , , , , , , , , , , , , , , , , , , 
4,1084, ,14742, , , , , , , , , , , , , , , , , , , , , 
4,1084, ,14746, , , , , , , , , , , , , , , , , , , , , 
4,1084, ,14754, , , , , , , , , , , , , , , , , , , , , 
4,1084, ,14757, , , , , , , , , , , , , , , , , , , , , 
4,1084, ,14765,1,B, ,No, , , , , ,I never intended to take Calculus II., , , , , ,I have too many other courses I need to complete.,Agree, , , ,"The only difficulty I had with the course was in comparison to other students, most of whom had already taken calculus in high school and were therefore familiar with material that was new to me."
4,1084, ,14768, , , , , , , , , , , , , , , , , , , , , 
4,1084, ,14770, , , , , , , , , , , , , , , , , , , , , 
4,1084, ,14771, , , , , , , , , , , , , , , , , , , , , 
4,1084, ,14776, , , , , , , , , , , , , , , , , , , , , 
4,1084, ,14784,1,B, ,No, , , , , , , , ,I do not believe I understand the ideas of Calculus I well enough to take Calculus II., ,My experience in Calculus I made me decide not to take calculus II., , , ,Strongly Disagree, ,I don't understand how calculus is relevant to my major (biology). I have not used calculus since the class ended and I don't plan on using calculus again.
4,1084, ,14785, , , , , , , , , , , , , , , , , , , , , 
4,1084, ,14786, , , , , , , , , , , , , , , , , , , , , 
4,1084, ,14790, , , , , , , , , , , , , , , , , , , , , 
4,1084, ,14792, , , , , , , , , , , , , , , , , , , , , 
4,1084, ,14802, , , , , , , , , , , , , , , , , , , , , 
4, ,1084,21221, , , , , , , , , , , , , , , , , , , , , 
4, ,1084,21226, , , , , , , , , , , , , , , , , , , , , 
4, ,1084,21227, , , , , , , , , , , , , , , , , , , , , 
4,1084, ,23266, , , , , , , , , , , , , , , , , , , , , 
4,1084, ,23267, , , , , , , , , , , , , , , , , , , , , 
4, ,1084,24376, , , , , , , , , , , , , , , , , , , , , 
4, ,1084,24377, , , , , , , , , , , , , , , , , , , , , 
4, ,1084,24378, , , , , , , , , , , , , , , , , , , , , 
4,1084,1085,10415, , , , , , , , , , , , , , , , , , , , , 
4,1085,1085,10420,0,B,Yes, , ,B, , , , , , , , , , ,Agree, , , ,"I enjoyed the teaching set-up for the course, having a single grad-student teach the class as opposed to the large lecture. Calc 2, and now, calc 3 are both lectures, I find the set-up to be harder to learn in."
4,1085,1085,10425,1,B, ,No, , , , , ,I never intended to take Calculus II.,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", , , , ,I have too many other courses I need to complete., , , , , 
4,1085,1085,10426, , , , , , , , , , , , , , , , , , , , , 
4,1085,1085,10427, , , , , , , , , , , , , , , , , , , , , 
4,1085,1085,10428, , , , , , , , , , , , , , , , , , , , , 
4,1085,1085,10429, , , , , , , , , , , , , , , , , , , , , 
4,1085,1085,10430,12,C, ,No, , , , , ,I never intended to take Calculus II., , , , , , , , , , ,"It was a typical math/science course, but considering it was my first class, it caught me by surprise and I did not spend enough time studying, doing homework, etc. to do well in the class.  If I were to do it over, I am extremely confident that I would do much better."
4,1085,1085,10432, , , , , , , , , , , , , , , , , , , , , 
4,1085,1085,10433, , , , , , , , , , , , , , , , , , , , , 
4,1085,1085,10437, , , , , , , , , , , , , , , , , , , , , 
4,1085,1085,10442, , , , , , , , , , , , , , , , , , , , , 
4,1085,1085,10443, , , , , , , , , , , , , , , , , , , , , 
4,1085,1085,10450, , , , , , , , , , , , , , , , , , , , , 
4,1085,1085,10451, , , , , , , , , , , , , , , , , , , , , 
4,1085, ,14701, , , , , , , , , , , , , , , , , , , , , 
4,1085, ,14708, , , , , , , , , , , , , , , , , , , , , 
4,1085, ,14720, , , , , , , , , , , , , , , , , , , , , 
4,1085, ,14723,13,A,Yes, , ,B, , , , , , , , , , , , ,Strongly Disagree, ,I had to take Calculus I and II
4,1085, ,14737, , , , , , , , , , , , , , , , , , , , , 
4,1085, ,14743, , , , , , , , , , , , , , , , , , , , , 
4,1085, ,14752, , , , , , , , , , , , , , , , , , , , , 
4,1085, ,14775,15,A,Yes, ,A, , , , , , , , , , , ,Agree, , , , 
4,1085, ,14788, , , , , , , , , , , , , , , , , , , , , 
4,1085, ,14803, , , , , , , , , , , , , , , , , , , , , 
4,1085, ,14808, , , , , , , , , , , , , , , , , , , , , 
4, ,1085,21216, , , , , , , , , , , , , , , , , , , , , 
4, ,1085,21217, , , , , , , , , , , , , , , , , , , , , 
4, ,1085,21218, , , , , , , , , , , , , , , , , , , , , 
4, ,1085,21219, , , , , , , , , , , , , , , , , , , , , 
4, ,1085,21220, , , , , , , , , , , , , , , , , , , , , 
4, ,1085,21223, , , , , , , , , , , , , , , , , , , , , 
4, ,1085,21229, , , , , , , , , , , , , , , , , , , , , 
4,1085, ,23268, , , , , , , , , , , , , , , , , , , , , 
4,1085, ,23269, , , , , , , , , , , , , , , , , , , , , 
4,1085, ,23270, , , , , , , , , , , , , , , , , , , , , 
3,1086,1086,13672, , , , , , , , , , , , , , , , , , , , , 
3,1086,1086,13674, , , , , , , , , , , , , , , , , , , , , 
3,1086,1086,13675, , , , , , , , , , , , , , , , , , , , , 
3,1086,1086,13676, , , , , , , , , , , , , , , , , , , , , 
3,1086,1086,13677, , , , , , , , , , , , , , , , , , , , , 
3,1086,1086,13678, , , , , , , , , , , , , , , , , , , , , 
3,1086, ,21020, , , , , , , , , , , , , , , , , , , , , 
3,1086, ,21022, , , , , , , , , , , , , , , , , , , , , 
3,1086, ,21028, , , , , , , , , , , , , , , , , , , , , 
3,1086, ,21031, , , , , , , , , , , , , , , , , , , , , 
3,1086, ,21032, , , , , , , , , , , , , , , , , , , , , 
3,1086, ,21034, , , , , , , , , , , , , , , , , , , , , 
3,1086, ,21038, , , , , , , , , , , , , , , , , , , , , 
3,1086, ,21042, , , , , , , , , , , , , , , , , , , , , 
3,1086, ,21044, , , , , , , , , , , , , , , , , , , , , 
3,1086, ,21045, , , , , , , , , , , , , , , , , , , , , 
3, ,1086,23111, , , , , , , , , , , , , , , , , , , , , 
3, ,1086,23113, , , , , , , , , , , , , , , , , , , , , 
3, ,1086,23114, , , , , , , , , , , , , , , , , , , , , 
3, ,1086,23115, , , , , , , , , , , , , , , , , , , , , 
3, ,1086,23116, , , , , , , , , , , , , , , , , , , , , 
3, ,1086,23117, , , , , , , , , , , , , , , , , , , , , 
3,1086, ,24279, , , , , , , , , , , , , , , , , , , , , 
3, ,1086,25164, , , , , , , , , , , , , , , , , , , , , 
3, ,1086,25165, , , , , , , , , , , , , , , , , , , , , 
4,1091,1091,11001,6,A,Yes, , ,B, , , , , , , , , , , , , ,Strongly Agree,My teacher did a very good job and it was good how he had us takes quizes every Friday so it forced us to continually review the material. I've always liked math so I knew I'd continue taking calc
4,1091,1091,11026, , , , , , , , , , , , , , , , , , , , , 
4,1091,1091,11034, , , , , , , , , , , , , , , , , , , , , 
4,1091,1091,11056,6,A,Yes, , ,B, , , , , , , , , , ,Agree, , , , 
4,1091, ,15762, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,15765, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,15793, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,15794,6,B,Yes, , ,B, , , , , , , , , , ,Agree, , , , 
4,1091, ,15801,6,C,Yes, , ,B, , , , , , , , , , , ,Disagree, , ,The teacher was very thorough. He was a very good teacher but I just did not like Calculus 1 at all. I do not even want to take Calc 3 (or 2) because the department makes the requirements A. too hard B. too fast-paced. If I had not taken AP calc in high school I would not have done well in calc 1.
4,1091, ,15805, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,15807, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,15816, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,15820, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,15834, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,15838, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,15846, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,15851, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,15877, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,15883, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,15899, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,15905,7,C, ,No, , , , , , , , , ,I changed my major and now do not need to take Calculus II., , ,Agree, , , , 
4,1091, ,15911, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,15912, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,15918, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,15921, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,15932, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,23471, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,23472, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,23473, , , , , , , , , , , , , , , , , , , , , 
4,1091, ,23474, , , , , , , , , , , , , , , , , , , , , 
4,1092,1092,11029, , , , , , , , , , , , , , , , , , , , , 
4,1092,1092,11030, , , , , , , , , , , , , , , , , , , , , 
4,1092,1092,11031, , , , , , , , , , , , , , , , , , , , , 
4,1092,1092,11033, , , , , , , , , , , , , , , , , , , , , 
4,1092,1092,11042, , , , , , , , , , , , , , , , , , , , , 
4,1092,1092,11060, , , , , , , , , , , , , , , , , , , , , 
4,1092, ,15770, , , , , , , , , , , , , , , , , , , , , 
4,1092, ,15783,6,A, ,No, , , , , , ,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", , , , , , , , ,Strongly Agree,I'd like my math class!
4,1092, ,15839, , , , , , , , , , , , , , , , , , , , , 
4,1092, ,15871, , , , , , , , , , , , , , , , , , , , , 
4,1092, ,15909, , , , , , , , , , , , , , , , , , , , , 
4,1092, ,23475, , , , , , , , , , , , , , , , , , , , , 
4,1092, ,23476, , , , , , , , , , , , , , , , , , , , , 
5,289,1102,12257,1,B, ,No, , , , , , , , , , ,My experience in Calculus I made me decide not to take calculus II., , , ,Strongly Disagree, ,I found the course to be much more difficult than was necessary. I was frequently counted off for not following the process my professor wanted even though I got the correct answer. I received a high A on the final and attended every 8 AM course and missed an A by .1% and my professor showed no compassion. I felt as if my hard work was not appreciated by the department and it led to me not taking Calc II at my University.
5, ,1102,22283, , , , , , , , , , , , , , , , , , , , , 
